Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Memory 4.5.3,,,,,"System.Memory, 4.5.3  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Numerics.Vectors 4.5.0,,,,,"System.Numerics.Vectors, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Runtime.CompilerServices.Unsafe 4.6.0,,,,,"System.Runtime.CompilerServices.Unsafe, 4.6.0  Recommendation:  Remove System.Runtime.CompilerServices.Unsafe, and replace with new package System.Runtime.CompilerServices.Unsafe 6.1.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Text.Encodings.Web 4.6.0,,,,,"System.Text.Encodings.Web, 4.6.0  Recommendation:  Remove System.Text.Encodings.Web, and replace with new package System.Text.Encodings.Web 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Text.Json 4.6.0,,,,,"System.Text.Json, 4.6.0  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Threading.Tasks.Extensions 4.5.2,,,,,"System.Threading.Tasks.Extensions, 4.5.2  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.ValueTuple 4.5.0,,,,,"System.ValueTuple, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,jQuery 3.1.1,,,,,"jQuery, 3.1.1  Recommendation:  jQuery, 3.7.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,Microsoft.Rest.ClientRuntime 2.3.20,,,,,"Microsoft.Rest.ClientRuntime, 2.3.20  Recommendation:  Microsoft.Rest.ClientRuntime, 2.3.24"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,Microsoft.Rest.ClientRuntime 2.3.20,,,,,"Microsoft.Rest.ClientRuntime, 2.3.20  Recommendation:  Thank you for the interest in this package.  The replacement package is available https://www.nuget.org/packages/Azure.Core/, you can find more information of this new package from https://learn.microsoft.com/en-us/dotnet/api/overview/azure/core-readme?view=azure-dotnet.  This package is no longer maintained. Remove Microsoft.Rest.ClientRuntime, and replace with new package Microsoft.Rest.ClientRuntime, 2.3.24"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,Microsoft.Rest.ClientRuntime.Azure 3.3.18,,,,,"Microsoft.Rest.ClientRuntime.Azure, 3.3.18  Recommendation:  Thank you for the interest in this package.  The replacement package is available https://www.nuget.org/packages/Azure.Core/, you can find more information of this new package from https://learn.microsoft.com/en-us/dotnet/api/overview/azure/core-readme?view=azure-dotnet.  This package is no longer maintained. Remove Microsoft.Rest.ClientRuntime.Azure, and replace with new package Microsoft.Rest.ClientRuntime.Azure, 3.3.19"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,Newtonsoft.Json 10.0.3,,,,,"Newtonsoft.Json, 10.0.3  Recommendation:  Newtonsoft.Json, 13.0.4"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Text.Encodings.Web 4.6.0,,,,,"System.Text.Encodings.Web, 4.6.0  Recommendation:  System.Text.Encodings.Web, 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,System.Text.Json 4.6.0,,,,,"System.Text.Json, 4.6.0  Recommendation:  Versions targeting out-of-support .NET versions Remove System.Text.Json, and replace with new package System.Text.Json, 10.0.9"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/NYCJobsWeb.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.7.2 Recommended target framework: net10.0"
Feature.1000,Convert application initialization code from Global.asax.cs to .NET Core and clean up Global.asax.cs,Active,Mandatory,1,NYCJobsWeb/NYCJobsWeb.csproj,File,NYCJobsWeb/Global.asax.cs,,,,,,,,
